CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
15600787,Cust787,765,France,Male,24,6,103019.76,2,1,1,159116.01,0
15600788,Cust788,546,Spain,Male,45,4,134346.09,2,1,0,180016.84,0
15600789,Cust789,509,Germany,Male,28,6,110349.88,2,1,0,124002.2,0
15600790,Cust790,485,France,Female,33,1,1000.0,2,0,0,14557.08,0
15600791,Cust791,721,France,Female,32,2,93900.47,2,1,1,72918.65,0
15600792,Cust792,511,France,Male,33,5,66812.87,2,1,0,188666.09,1
15600793,Cust793,703,France,Female,34,4,0.0,3,1,0,128409.89,0
15600794,Cust794,619,France,Male,25,1,0.0,1,1,0,168670.07,1
15600795,Cust795,576,France,Female,31,5,125900.43,1,0,0,101294.72,1
15600796,Cust796,554,France,Male,48,7,0.0,2,1,1,95434.84,0
15600797,Cust797,670,France,Male,38,8,0.0,1,1,1,115700.03,0
15600798,Cust798,578,Germany,Female,39,6,136005.22,1,1,0,170419.26,0
15600799,Cust799,650,Germany,Female,18,6,90840.25,2,1,1,190038.18,0
15600800,Cust800,689,Germany,Male,47,6,0.0,2,1,1,111999.62,0
15600801,Cust801,709,France,Male,31,1,178347.27,2,0,1,191951.07,0
15600802,Cust802,740,Spain,Female,49,4,145183.29,1,0,1,159117.91,0
15600803,Cust803,666,Germany,Male,40,4,141948.67,1,1,1,157706.16,0
15600804,Cust804,549,France,Female,32,5,140493.76,2,1,1,189539.76,0
15600805,Cust805,695,France,Female,21,3,185614.58,1,0,0,37535.67,0
15600806,Cust806,713,Germany,Male,60,8,0.0,1,1,1,20227.04,0
15600807,Cust807,633,France,Male,46,5,0.0,2,1,0,33579.3,0
15600808,Cust808,622,Germany,Male,47,3,128693.41,3,0,1,118047.54,1
15600809,Cust809,850,Spain,Female,56,5,0.0,1,0,1,173350.39,0
15600810,Cust810,526,France,Male,40,7,138227.55,1,1,0,20804.55,0
15600811,Cust811,697,France,Female,52,0,0.0,1,1,1,107223.43,0
15600812,Cust812,750,Spain,Male,33,3,85286.14,1,1,0,129400.61,0
15600813,Cust813,617,Germany,Female,45,2,0.0,2,1,1,126155.37,0
15600814,Cust814,634,France,Male,32,3,0.0,1,1,1,65964.93,0
15600815,Cust815,611,Spain,Male,33,7,71668.2,1,0,0,56678.32,0
15600816,Cust816,650,Spain,Female,39,2,53620.65,3,1,1,15274.34,0
15600817,Cust817,736,Germany,Female,25,5,89360.58,1,1,1,41124.29,0
15600818,Cust818,631,Germany,Male,41,4,103462.03,2,1,1,13445.21,0
15600819,Cust819,850,France,Male,35,0,0.0,3,1,1,103247.4,0
15600820,Cust820,607,France,Female,18,9,0.0,2,1,0,136290.4,0
15600821,Cust821,782,Germany,Male,33,6,98153.83,1,1,0,126462.49,0
15600822,Cust822,702,France,Male,35,3,126042.93,1,1,0,146719.11,0
15600823,Cust823,660,Germany,Male,47,5,0.0,2,1,0,26600.79,0
15600824,Cust824,791,Spain,Male,41,10,0.0,2,1,0,118028.93,0
15600825,Cust825,496,France,Female,52,1,91061.62,1,1,1,49506.1,0
15600826,Cust826,691,Germany,Female,43,9,0.0,2,1,1,132997.14,0
15600827,Cust827,581,France,Male,32,0,74036.01,1,1,1,163663.46,0
15600828,Cust828,608,Spain,Female,37,9,34239.12,1,1,1,131537.19,0
15600829,Cust829,604,France,Male,35,3,61160.29,3,0,0,85696.94,0
15600830,Cust830,557,Germany,Female,43,3,45883.16,1,0,0,84040.66,0
15600831,Cust831,491,Germany,Male,39,8,0.0,1,1,0,116588.77,0
15600832,Cust832,687,France,Male,32,1,102682.46,2,0,0,179645.44,0
15600833,Cust833,644,Germany,Female,38,1,0.0,2,1,1,135065.99,0
15600834,Cust834,621,Germany,Male,43,5,101977.04,2,0,1,29552.24,0
15600835,Cust835,723,Germany,Male,28,10,153098.76,2,1,1,159329.31,0
15600836,Cust836,693,Spain,Male,41,3,1000.0,2,1,1,21018.79,1
15600837,Cust837,624,Spain,Female,22,5,0.0,2,1,0,81551.9,0
15600838,Cust838,850,France,Male,49,4,0.0,3,0,0,82362.8,0
15600839,Cust839,748,Germany,Female,43,8,65775.31,2,1,0,128927.02,1
15600840,Cust840,850,France,Female,54,9,0.0,2,0,0,169021.11,1
15600841,Cust841,610,Spain,Female,27,10,0.0,3,0,0,63214.55,0
15600842,Cust842,674,Germany,Male,49,2,140316.47,1,0,1,130958.78,0
15600843,Cust843,531,France,Female,47,2,47155.2,1,1,1,120321.04,0
15600844,Cust844,618,France,Male,36,10,0.0,2,0,1,126286.44,0
15600845,Cust845,594,Spain,Female,34,6,41167.65,3,0,0,14575.65,0
15600846,Cust846,850,France,Female,27,3,127265.11,1,0,1,107747.71,0
15600847,Cust847,584,Germany,Male,25,3,0.0,2,1,1,187918.28,0
15600848,Cust848,628,France,Female,30,1,95640.77,2,1,1,57598.12,1
15600849,Cust849,510,Spain,Male,25,0,121510.04,2,0,0,159439.54,1
15600850,Cust850,701,France,Male,54,3,0.0,1,1,0,147297.71,1
15600851,Cust851,564,France,Male,23,8,0.0,1,1,0,197343.3,1
15600852,Cust852,738,Spain,Female,39,7,122782.16,1,1,0,71065.78,0
15600853,Cust853,478,Spain,Female,42,0,0.0,1,1,0,172065.88,1
15600854,Cust854,638,France,Female,42,0,172222.59,1,1,0,63185.18,0
15600855,Cust855,473,France,Male,42,9,113989.79,2,1,1,97622.92,0
15600856,Cust856,603,Germany,Female,47,8,103351.39,1,1,1,102123.52,0
15600857,Cust857,622,Spain,Female,34,8,112528.34,1,0,0,143718.37,0
15600858,Cust858,592,France,Female,39,9,91851.66,2,1,0,57810.08,0
15600859,Cust859,602,Germany,Male,35,7,98563.27,1,1,0,74623.73,0
15600860,Cust860,743,Germany,Male,51,3,73087.37,3,1,0,195396.32,1
15600861,Cust861,850,Germany,Female,59,6,0.0,1,0,0,134456.36,1
15600862,Cust862,683,Spain,Male,26,7,112813.81,2,1,1,114983.49,0
15600863,Cust863,567,Germany,Male,18,9,0.0,1,1,0,21474.25,0
15600864,Cust864,656,France,Male,44,5,57642.96,4,1,0,199578.99,0
15600865,Cust865,616,Spain,Male,49,0,33267.17,2,0,1,155690.94,0
15600866,Cust866,735,Spain,Male,58,6,0.0,3,0,1,195679.4,0
15600867,Cust867,678,Spain,Male,45,8,0.0,1,1,0,74545.13,0
15600868,Cust868,499,France,Female,52,10,0.0,2,1,0,34912.42,0
15600869,Cust869,755,France,Female,55,1,79284.91,1,1,1,151989.89,0
15600870,Cust870,743,Germany,Male,53,9,0.0,1,1,1,150331.38,0
15600871,Cust871,794,France,Male,47,0,82456.46,1,1,1,175498.58,0
15600872,Cust872,600,Spain,Female,25,8,39989.49,2,0,0,12361.13,0
15600873,Cust873,679,France,Male,38,3,100798.54,2,0,1,121964.42,0
15600874,Cust874,536,Germany,Female,41,1,0.0,2,1,0,37921.45,0
15600875,Cust875,645,Spain,Female,37,3,183644.73,1,1,0,101516.56,1
15600876,Cust876,688,France,Male,38,6,113387.25,1,1,0,199863.29,0
15600877,Cust877,589,France,Male,54,2,140352.09,2,0,0,151869.65,0
15600878,Cust878,683,Germany,Male,30,6,101348.27,1,1,0,60955.81,0
15600879,Cust879,666,Germany,Female,46,7,0.0,1,1,1,129107.65,0
15600880,Cust880,607,France,Male,41,9,75982.28,3,0,1,101985.9,0
15600881,Cust881,784,Germany,Female,29,6,97747.95,1,1,1,96668.0,0
15600882,Cust882,627,Spain,Female,27,6,59365.64,2,0,1,23348.99,0
15600883,Cust883,663,France,Female,21,10,80257.11,1,0,1,132897.41,0
15600884,Cust884,509,France,Female,43,0,0.0,2,1,0,126777.38,1
15600885,Cust885,700,France,Male,37,8,117340.06,2,1,0,28118.97,0
15600886,Cust886,604,France,Male,30,10,109843.62,2,1,0,35390.37,1
15600887,Cust887,742,France,Female,19,9,72497.98,2,1,1,98069.12,0
15600888,Cust888,524,France,Male,42,10,199744.2,1,1,0,112738.99,0
15600889,Cust889,691,Germany,Male,36,9,0.0,1,1,1,47152.19,0
15600890,Cust890,441,France,Male,31,6,0.0,1,1,0,168205.46,0
15600891,Cust891,709,Spain,Male,28,8,156822.46,2,1,1,144953.16,1
15600892,Cust892,633,France,Female,36,4,58093.2,1,0,1,53583.72,0
15600893,Cust893,688,France,Male,43,1,91951.02,2,0,0,162974.77,0
15600894,Cust894,592,Spain,Female,35,0,182604.56,1,1,1,121693.32,0
15600895,Cust895,559,Spain,Female,26,2,0.0,2,1,0,70932.08,1
15600896,Cust896,608,France,Male,37,7,135769.24,1,1,0,167573.22,0
15600897,Cust897,668,France,Female,48,4,83226.51,3,0,1,107799.2,0
15600898,Cust898,705,France,Male,38,8,0.0,3,1,0,93640.11,0
15600899,Cust899,679,Germany,Male,39,3,51535.16,1,0,1,14007.38,1
15600900,Cust900,560,France,Male,35,8,190045.23,3,0,1,166217.33,1
15600901,Cust901,826,France,Male,29,9,0.0,2,1,0,63200.97,0
15600902,Cust902,682,France,Male,29,3,39272.24,1,1,1,65891.0,0
15600903,Cust903,590,France,Male,21,5,152945.6,2,0,1,168908.61,0
15600904,Cust904,691,Spain,Male,50,5,0.0,1,1,0,27307.28,0
15600905,Cust905,675,Germany,Male,43,9,131741.48,2,1,0,191405.1,1
15600906,Cust906,633,France,Female,39,4,130337.4,2,1,1,73600.53,0
15600907,Cust907,622,France,Male,41,4,0.0,2,1,1,74033.36,0
15600908,Cust908,745,France,Female,41,8,37229.64,2,1,1,143133.69,0
15600909,Cust909,816,France,Female,31,9,116918.71,2,1,0,79217.5,0
15600910,Cust910,455,Spain,Female,35,0,51128.48,1,0,1,62194.39,0
15600911,Cust911,768,Spain,Female,33,0,102652.48,1,1,0,41116.94,0
15600912,Cust912,652,Spain,Female,63,10,138611.76,2,0,1,73735.48,1
15600913,Cust913,673,Spain,Female,48,4,22905.27,2,0,0,194803.44,1
15600914,Cust914,780,Spain,Female,40,6,0.0,2,1,0,35782.4,0
15600915,Cust915,395,Spain,Female,52,9,57422.82,1,1,1,187926.85,0
15600916,Cust916,728,France,Male,50,4,107264.7,1,1,0,119545.38,1
15600917,Cust917,773,France,Female,24,4,49718.42,1,1,0,138526.85,0
15600918,Cust918,584,France,Female,36,9,0.0,2,1,1,161382.64,0
15600919,Cust919,516,Germany,Male,38,8,88837.56,1,0,1,19352.64,0
15600920,Cust920,807,France,Male,44,7,97575.66,1,0,0,195155.98,0
15600921,Cust921,481,Spain,Female,36,3,110345.07,2,0,1,154582.4,0
15600922,Cust922,690,Germany,Female,37,7,0.0,2,1,1,162582.09,0
15600923,Cust923,748,Germany,Male,33,9,0.0,1,1,1,91453.33,0
15600924,Cust924,688,France,Male,48,10,165643.07,2,1,0,123862.46,0
15600925,Cust925,704,France,Male,24,6,44608.12,1,1,1,117098.92,0
15600926,Cust926,625,France,Female,34,9,52530.91,2,1,0,29540.52,0
15600927,Cust927,694,Spain,Female,20,8,0.0,1,1,0,47596.23,0
15600928,Cust928,582,Germany,Female,28,8,135132.3,1,0,0,156281.85,0
15600929,Cust929,594,Germany,Male,41,5,37609.2,2,0,0,104408.03,0
15600930,Cust930,653,France,Male,41,4,88105.34,1,0,0,46081.43,0
15600931,Cust931,502,France,Female,35,7,154950.14,2,0,0,173049.79,0
15600932,Cust932,705,France,Female,49,9,0.0,1,0,0,43226.94,0
15600933,Cust933,412,Spain,Male,52,5,0.0,1,0,1,185510.49,0
15600934,Cust934,685,Spain,Male,37,7,0.0,3,1,0,153659.69,0
15600935,Cust935,694,France,Male,41,6,0.0,1,1,1,165140.67,0
15600936,Cust936,574,Spain,Female,33,7,120628.75,1,0,0,106523.96,0
15600937,Cust937,532,France,Female,44,7,64812.73,1,0,0,105908.37,1
15600938,Cust938,611,Spain,Male,26,0,144489.87,1,0,1,33673.0,0
15600939,Cust939,711,France,Female,56,1,0.0,2,1,0,187511.31,0
15600940,Cust940,683,France,Female,49,0,0.0,1,1,1,84617.66,0
15600941,Cust941,543,Spain,Female,26,8,0.0,4,1,1,118825.21,0
15600942,Cust942,660,France,Male,30,9,0.0,1,1,1,24718.27,0
15600943,Cust943,675,France,Male,42,3,158820.07,1,0,0,48495.67,0
15600944,Cust944,671,France,Female,35,0,46827.34,2,1,1,175412.81,0
15600945,Cust945,555,France,Female,43,0,169030.91,1,0,0,93477.88,1
15600946,Cust946,665,Germany,Female,34,4,0.0,1,1,0,83608.67,0
15600947,Cust947,738,Spain,Female,53,7,43106.03,1,1,0,60686.79,1
15600948,Cust948,702,Spain,Male,38,3,90642.71,1,1,1,192345.63,0
15600949,Cust949,690,France,Male,62,6,0.0,2,1,1,138652.96,0
15600950,Cust950,808,Germany,Male,44,1,140000.99,2,1,0,104319.14,0
15600951,Cust951,666,France,Female,25,7,95992.8,1,1,1,191482.62,0
15600952,Cust952,569,France,Male,59,3,0.0,2,1,1,119716.08,0
15600953,Cust953,569,France,Female,49,10,148267.49,2,0,0,186864.55,0
15600954,Cust954,667,Spain,Female,42,8,0.0,1,1,1,41160.55,0
15600955,Cust955,512,Spain,Female,44,5,128886.05,1,0,0,88596.88,1
15600956,Cust956,620,Spain,Female,26,10,142980.33,3,1,0,114387.15,0
15600957,Cust957,695,Germany,Female,20,10,0.0,1,1,0,44776.52,1
15600958,Cust958,762,France,Male,38,2,88833.88,1,1,1,130977.64,0
15600959,Cust959,502,Germany,Female,52,6,129386.89,1,1,1,150310.04,0
15600960,Cust960,660,Germany,Male,42,7,143499.51,2,1,0,56190.52,0
15600961,Cust961,643,France,Male,55,3,72689.03,2,1,0,85263.07,0
15600962,Cust962,654,France,Female,51,10,0.0,1,1,0,186403.07,0
15600963,Cust963,664,France,Female,38,7,37744.94,1,1,1,122337.53,0
15600964,Cust964,647,Spain,Male,50,8,81918.04,1,0,0,142515.62,0
15600965,Cust965,784,France,Male,53,2,0.0,2,1,0,161366.77,1
15600966,Cust966,769,Spain,Male,37,9,17799.07,1,1,0,52638.64,0
15600967,Cust967,850,France,Female,36,10,181861.38,1,0,1,146821.39,0
15600968,Cust968,649,Germany,Female,39,9,0.0,1,1,0,178491.78,0
15600969,Cust969,611,France,Male,18,4,46344.56,1,0,1,191124.27,1
15600970,Cust970,557,France,Female,41,10,52851.41,3,1,1,29689.56,0
15600971,Cust971,600,France,Female,45,0,100893.82,1,1,1,50434.37,0
15600972,Cust972,719,France,Female,39,2,81838.62,1,1,1,12169.37,0
15600973,Cust973,733,Spain,Male,41,7,147811.4,3,1,0,85878.92,1
15600974,Cust974,715,France,Female,38,8,135139.13,3,1,0,67882.6,0
15600975,Cust975,586,Germany,Male,18,1,96694.83,1,1,0,122047.58,0
15600976,Cust976,587,France,Male,55,3,40933.52,1,1,1,57160.18,0
15600977,Cust977,838,France,Male,34,0,88185.39,3,1,0,143319.53,0
15600978,Cust978,570,Germany,Male,32,1,214847.98,1,0,1,192398.09,1
15600979,Cust979,786,France,Female,52,0,110779.52,1,0,1,30119.65,0
15600980,Cust980,689,Spain,Male,48,10,0.0,1,1,1,51567.07,0
15600981,Cust981,580,Spain,Male,41,9,117573.36,2,0,1,47722.18,0
15600982,Cust982,536,Germany,Male,46,6,0.0,1,1,1,196023.38,0
15600983,Cust983,584,France,Male,26,0,0.0,1,1,0,120807.27,0
15600984,Cust984,690,France,Female,37,8,155434.51,2,1,1,69977.75,0
15600985,Cust985,563,Spain,Male,51,5,0.0,2,0,0,82950.89,1
15600986,Cust986,799,France,Male,31,8,0.0,1,1,0,164678.88,0
15600987,Cust987,630,France,Female,28,5,0.0,1,1,1,153220.16,0
15600988,Cust988,717,France,Male,39,0,34803.3,2,1,1,90125.57,0
15600989,Cust989,709,Spain,Female,39,10,83862.72,1,0,0,64829.53,1
15600990,Cust990,806,Germany,Female,44,9,0.0,2,0,1,191967.59,0
15600991,Cust991,608,Spain,Female,24,10,181851.73,1,0,0,169066.42,0
15600992,Cust992,660,Spain,Female,18,7,0.0,2,1,1,12223.11,0
15600993,Cust993,515,France,Male,47,10,62769.31,1,1,1,107260.94,0
15600994,Cust994,660,Spain,Female,27,0,0.0,1,1,1,19071.0,0
15600995,Cust995,759,France,Female,32,4,0.0,1,0,1,114541.73,0
15600996,Cust996,671,Germany,Male,18,3,122705.35,1,0,0,189262.9,0
15600997,Cust997,850,France,Female,48,5,87677.78,2,1,1,14771.87,0
15600998,Cust998,700,Spain,Male,42,0,168552.85,2,0,1,68856.06,0
15600999,Cust999,598,France,Female,41,9,112944.03,2,0,1,105979.38,0
15601000,Cust1000,694,France,Female,41,3,0.0,2,1,1,59381.5,0
15601001,Cust1001,510,France,Male,18,1,0.0,1,0,0,33876.93,0
15601002,Cust1002,573,France,Female,28,2,66090.91,2,1,0,62204.2,0
15601003,Cust1003,533,France,Female,33,1,49518.93,1,1,1,84138.02,0
15601004,Cust1004,652,Germany,Female,31,7,121172.82,2,1,0,69842.37,1
15601005,Cust1005,644,France,Male,35,10,104678.03,2,0,0,198862.53,0
15601006,Cust1006,766,Spain,Female,40,0,40829.27,1,1,1,192753.34,0
15601007,Cust1007,640,France,Female,48,0,0.0,2,0,0,130698.87,0
15601008,Cust1008,554,Germany,Male,23,9,0.0,4,1,1,21307.45,0
15601009,Cust1009,800,France,Female,38,4,16443.74,1,1,0,25831.68,0
15601010,Cust1010,367,Germany,Female,45,1,67836.84,2,1,0,143213.8,0
15601011,Cust1011,654,Germany,Female,29,2,0.0,1,0,1,137303.48,0
15601012,Cust1012,671,France,Female,36,7,53778.05,1,0,0,44990.06,0
15601013,Cust1013,649,Spain,Male,43,0,88414.68,1,1,1,178099.52,0
15601014,Cust1014,698,France,Female,38,4,66483.94,1,1,0,147023.33,0
15601015,Cust1015,661,France,Female,45,10,28922.52,1,0,1,49208.96,0
15601016,Cust1016,698,Germany,Male,39,4,0.0,2,0,0,182062.33,0
15601017,Cust1017,592,Spain,Male,35,1,46893.81,1,1,1,150213.26,1
15601018,Cust1018,510,France,Male,26,8,189384.25,2,1,0,182588.45,0
15601019,Cust1019,646,France,Female,40,4,44174.9,1,1,1,179394.9,0
15601020,Cust1020,551,Spain,Male,39,4,0.0,1,0,0,11649.0,0
15601021,Cust1021,580,Germany,Female,28,2,96912.02,2,1,0,112735.67,0
15601022,Cust1022,762,Spain,Female,44,8,0.0,2,1,0,30165.55,0
15601023,Cust1023,800,Germany,Female,51,5,6673.85,2,0,0,75322.76,1
15601024,Cust1024,760,Germany,Male,31,5,67440.34,2,0,0,67364.27,0
15601025,Cust1025,742,France,Female,31,8,112788.0,2,1,0,107888.53,0
15601026,Cust1026,656,Spain,Male,30,3,94041.01,1,0,1,170986.9,0
15601027,Cust1027,747,France,Female,21,7,80317.21,1,0,1,38459.15,0
15601028,Cust1028,684,Germany,Male,58,1,124241.17,1,0,0,99222.45,0
15601029,Cust1029,837,France,Female,34,6,4075.12,1,1,0,172372.03,0
15601030,Cust1030,562,Germany,Male,29,4,85828.17,1,1,0,99352.44,0
15601031,Cust1031,715,Germany,Male,27,5,73222.41,1,1,1,61835.36,1
15601032,Cust1032,529,Germany,Female,34,4,138646.92,1,1,0,117051.54,1
15601033,Cust1033,715,Spain,Male,31,1,0.0,1,0,0,14100.8,0
15601034,Cust1034,485,France,Female,52,10,0.0,1,1,0,96834.51,0
15601035,Cust1035,533,Germany,Female,26,4,0.0,3,1,1,110268.61,1
15601036,Cust1036,527,France,Male,23,8,78833.66,2,0,0,52718.4,1
15601037,Cust1037,674,France,Male,44,9,0.0,3,1,1,58488.97,0
15601038,Cust1038,684,France,Female,37,4,91697.66,2,0,1,30582.02,0
15601039,Cust1039,850,France,Female,36,9,0.0,3,1,1,179857.78,0
15601040,Cust1040,641,France,Female,44,4,126880.57,1,0,0,20272.36,0
15601041,Cust1041,724,Germany,Male,39,0,0.0,2,0,0,179549.21,0
15601042,Cust1042,665,Germany,Female,38,9,64887.45,2,0,1,192436.08,0
15601043,Cust1043,716,Germany,Male,24,9,0.0,1,0,1,119677.11,1
15601044,Cust1044,664,France,Female,21,6,0.0,1,0,0,179563.74,1
15601045,Cust1045,756,France,Female,31,9,70233.48,2,1,1,109405.84,0
15601046,Cust1046,549,France,Female,27,7,41694.18,3,1,1,17461.44,0
15601047,Cust1047,415,Spain,Male,41,8,0.0,2,1,1,57865.89,0
15601048,Cust1048,690,Spain,Male,20,0,109067.12,1,1,1,194549.9,0
15601049,Cust1049,477,France,Male,34,8,83716.98,1,1,1,164734.77,0
15601050,Cust1050,776,Germany,Male,36,2,101332.19,1,1,0,196793.07,0
15601051,Cust1051,597,France,Male,38,10,88507.53,2,1,1,91893.91,1
15601052,Cust1052,550,France,Female,42,10,118936.95,1,1,0,53893.04,0
15601053,Cust1053,850,France,Male,35,0,0.0,1,1,1,61290.58,0
15601054,Cust1054,648,France,Male,31,7,67237.19,2,1,1,167141.35,1
15601055,Cust1055,630,Germany,Female,50,4,125209.45,1,1,1,49166.12,1
15601056,Cust1056,722,Spain,Male,35,2,57601.64,2,1,1,125890.36,0
15601057,Cust1057,728,France,Male,52,10,47715.58,2,0,0,181022.18,0
15601058,Cust1058,759,Germany,Female,35,4,103599.81,2,0,0,164969.26,1
15601059,Cust1059,522,Germany,Male,38,6,0.0,3,1,1,90903.86,0
15601060,Cust1060,701,Spain,Male,37,3,134669.76,2,1,1,84674.71,0
15601061,Cust1061,622,Germany,Female,40,7,179395.24,1,1,1,123356.11,0
15601062,Cust1062,562,France,Male,34,2,13623.01,1,0,1,93694.44,0
15601063,Cust1063,655,Germany,Male,39,3,69742.27,3,1,0,62908.87,1
15601064,Cust1064,476,France,Male,53,7,101757.1,2,0,1,32381.36,0
15601065,Cust1065,739,Spain,Male,48,2,172223.77,1,1,1,69884.17,0
15601066,Cust1066,622,France,Female,49,8,78343.09,2,1,1,37603.79,0
15601067,Cust1067,604,Germany,Male,25,10,22303.11,2,1,1,22834.09,0
15601068,Cust1068,637,France,Male,26,7,46904.08,1,0,1,180301.47,0
15601069,Cust1069,634,France,Male,40,3,0.0,1,1,1,135705.04,0
15601070,Cust1070,760,Spain,Female,46,1,113713.25,2,1,0,193282.93,0
15601071,Cust1071,545,Germany,Male,33,6,195219.39,2,1,1,152143.93,0
15601072,Cust1072,613,France,Female,31,4,66625.52,3,1,0,149038.69,0
15601073,Cust1073,629,Spain,Male,52,2,120091.63,2,1,1,101244.64,0
15601074,Cust1074,548,Spain,Female,45,4,142822.05,1,1,0,128044.69,0
15601075,Cust1075,665,France,Male,49,10,70155.64,1,1,1,29119.86,0
15601076,Cust1076,581,Germany,Male,34,1,0.0,1,1,1,136528.82,0
15601077,Cust1077,515,France,Male,33,2,69618.43,1,1,0,132444.22,0
15601078,Cust1078,701,Germany,Male,47,3,49114.78,2,0,0,103451.8,0
15601079,Cust1079,799,France,Female,35,10,165055.88,1,1,1,135055.11,0
15601080,Cust1080,655,France,Female,32,3,93619.85,1,0,0,163464.2,0
15601081,Cust1081,640,Spain,Female,29,3,45163.57,2,0,0,89642.23,0
15601082,Cust1082,638,Spain,Male,33,3,75868.49,2,0,1,72763.09,0
15601083,Cust1083,600,Spain,Female,47,10,63280.99,1,1,1,66504.72,0
15601084,Cust1084,762,Spain,Male,23,3,70512.28,1,0,0,176445.85,1
15601085,Cust1085,659,Germany,Female,44,4,103505.62,1,1,1,193741.17,1
15601086,Cust1086,441,Spain,Female,31,4,0.0,2,1,1,163170.08,0
15601087,Cust1087,765,Spain,Female,36,9,188160.95,2,0,0,141912.12,0
15601088,Cust1088,742,France,Female,37,7,79269.91,2,1,0,169951.01,1
15601089,Cust1089,708,France,Female,36,6,0.0,1,0,1,155669.01,0
15601090,Cust1090,385,France,Female,35,2,0.0,2,0,0,67727.85,0
15601091,Cust1091,650,Germany,Male,34,1,151434.75,1,0,1,60886.57,0
15601092,Cust1092,736,France,Female,32,0,129255.14,2,1,0,175697.69,0
15601093,Cust1093,686,France,Male,51,3,0.0,1,1,1,173155.16,0
15601094,Cust1094,670,Germany,Male,38,8,0.0,1,0,1,64984.45,0
15601095,Cust1095,736,France,Female,37,8,77987.15,1,1,1,62529.53,0
15601096,Cust1096,663,France,Male,32,8,0.0,2,0,1,193323.29,0
15601097,Cust1097,766,Spain,Female,34,7,68545.44,1,1,1,119772.34,0
15601098,Cust1098,666,Spain,Male,32,5,131370.65,1,1,1,153894.17,1
15601099,Cust1099,658,France,Male,46,3,83586.77,2,0,1,18715.28,0
15601100,Cust1100,736,France,Female,30,7,0.0,1,0,1,107212.72,0
15601101,Cust1101,612,France,Male,18,2,51255.13,1,1,0,87155.93,0
15601102,Cust1102,545,Spain,Female,39,0,0.0,1,1,1,61076.94,0
15601103,Cust1103,650,Spain,Female,35,9,62169.0,1,1,1,71339.35,0
15601104,Cust1104,707,France,Female,32,5,55655.89,2,1,1,172206.3,0
15601105,Cust1105,739,Spain,Male,47,6,85882.46,1,0,0,14666.44,0
15601106,Cust1106,739,France,Female,18,10,36752.01,1,1,1,142887.88,0
15601107,Cust1107,643,France,Male,54,7,0.0,4,0,1,107395.83,0
15601108,Cust1108,634,Spain,Male,49,8,0.0,1,0,1,82038.49,0
15601109,Cust1109,593,France,Male,32,5,0.0,2,1,1,180045.03,1
15601110,Cust1110,674,France,Male,33,3,63396.27,2,1,1,154546.91,0
15601111,Cust1111,492,France,Male,43,3,108917.12,1,1,0,125332.18,0
15601112,Cust1112,652,Germany,Male,43,9,0.0,2,0,1,89937.54,0
15601113,Cust1113,850,Spain,Male,32,4,74197.52,2,0,1,183814.11,0
15601114,Cust1114,506,Spain,Female,22,10,0.0,1,1,1,188397.38,0
15601115,Cust1115,665,France,Male,59,0,21353.91,1,1,0,149647.31,0
15601116,Cust1116,686,France,Male,48,3,0.0,1,1,0,91223.17,0
15601117,Cust1117,699,Spain,Male,40,10,44361.21,1,1,1,196825.4,1
15601118,Cust1118,557,France,Male,40,6,58745.79,1,1,1,19448.59,0
15601119,Cust1119,699,Spain,Female,44,4,75979.93,1,0,0,171546.8,0
15601120,Cust1120,599,Germany,Female,45,1,0.0,2,1,0,67083.97,0
15601121,Cust1121,513,France,Female,18,5,92963.9,1,0,0,103134.6,0
15601122,Cust1122,741,Spain,Female,34,10,100075.72,2,0,0,27219.83,0
15601123,Cust1123,714,France,Male,33,3,72307.96,1,0,0,99164.21,0
15601124,Cust1124,557,France,Female,36,5,1000.0,2,1,1,54370.85,0
15601125,Cust1125,598,Germany,Male,46,3,62248.13,2,0,0,70680.31,1
15601126,Cust1126,594,Germany,Male,20,9,132492.7,1,1,0,118001.59,0
15601127,Cust1127,492,Germany,Male,25,7,120180.83,1,1,1,194734.88,1
15601128,Cust1128,723,Germany,Male,31,6,0.0,1,1,1,53579.32,0
15601129,Cust1129,727,Spain,Female,40,7,0.0,1,0,1,75797.89,0
15601130,Cust1130,618,Spain,Male,46,4,0.0,1,1,0,56319.73,0
15601131,Cust1131,647,Germany,Male,54,8,73625.2,2,1,0,106450.9,0
15601132,Cust1132,661,France,Male,35,6,77993.24,2,1,1,61572.11,0
15601133,Cust1133,673,Germany,Female,46,0,68287.39,1,0,1,47329.81,1
15601134,Cust1134,521,Spain,Female,45,4,0.0,3,1,0,134244.78,0
15601135,Cust1135,697,France,Female,43,9,1000.0,3,1,1,44213.04,0
15601136,Cust1136,537,France,Female,38,2,99801.74,1,1,0,117446.24,0
15601137,Cust1137,715,France,Female,34,10,99776.53,2,0,1,21225.55,0
15601138,Cust1138,548,France,Male,27,8,103468.88,1,1,1,146730.4,0
15601139,Cust1139,525,Germany,Male,27,10,0.0,2,1,0,11091.19,0
15601140,Cust1140,647,France,Male,41,8,149835.72,2,1,0,139340.98,0
15601141,Cust1141,645,Spain,Male,37,1,0.0,1,0,1,38387.79,0
15601142,Cust1142,660,Spain,Female,34,2,84667.43,1,0,0,143833.14,0
